run_id,timestamp_utc,path,host,victim_cpu,attacker_cpu,probe,model_tag,quant,ctx,npredict,decoding,temp,seed,repeat_idx,prompt_label,prompt_hash
20251125T052841Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:28:41Z,logs/runs/20251125T052841Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,code,
20251125T052844Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:28:44Z,logs/runs/20251125T052844Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,code,
20251125T052846Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:28:46Z,logs/runs/20251125T052846Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,code,
20251125T052932Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:29:32Z,logs/runs/20251125T052932Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,math,
20251125T052934Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:29:34Z,logs/runs/20251125T052934Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,math,
20251125T052937Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:29:37Z,logs/runs/20251125T052937Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,math,
20251125T052939Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:29:39Z,logs/runs/20251125T052939Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,nl,
20251125T052941Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:29:41Z,logs/runs/20251125T052941Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,nl,
20251125T052943Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:29:43Z,logs/runs/20251125T052943Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,nl,
20251125T052946Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:29:46Z,logs/runs/20251125T052946Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,code,
20251125T052948Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:29:48Z,logs/runs/20251125T052948Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,code,
20251125T052950Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:29:50Z,logs/runs/20251125T052950Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,code,
20251125T053039Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:30:39Z,logs/runs/20251125T053039Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,math,
20251125T053042Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:30:42Z,logs/runs/20251125T053042Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,math,
20251125T053044Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:30:44Z,logs/runs/20251125T053044Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,math,
20251125T053046Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:30:46Z,logs/runs/20251125T053046Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,nl,
20251125T053049Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:30:49Z,logs/runs/20251125T053049Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,nl,
20251125T053051Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:30:51Z,logs/runs/20251125T053051Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,nl,
20251125T053053Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:30:53Z,logs/runs/20251125T053053Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,code,
20251125T053056Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:30:56Z,logs/runs/20251125T053056Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,code,
20251125T053058Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:30:58Z,logs/runs/20251125T053058Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,code,
20251125T053154Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:31:54Z,logs/runs/20251125T053154Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,math,
20251125T053156Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:31:56Z,logs/runs/20251125T053156Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,math,
20251125T053159Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:31:59Z,logs/runs/20251125T053159Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,math,
20251125T053201Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:32:01Z,logs/runs/20251125T053201Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,nl,
20251125T053203Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:32:03Z,logs/runs/20251125T053203Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,nl,
20251125T053206Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:32:06Z,logs/runs/20251125T053206Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,nl,
20251125T053208Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:32:08Z,logs/runs/20251125T053208Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,code,
20251125T053211Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:32:11Z,logs/runs/20251125T053211Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,code,
20251125T053213Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:32:13Z,logs/runs/20251125T053213Z-artemisia-v0a56-pht-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,pht,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,code,
20251125T053301Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:33:01Z,logs/runs/20251125T053301Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,tlb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,math,
20251125T053303Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:33:03Z,logs/runs/20251125T053303Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,tlb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,math,
20251125T053305Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:33:05Z,logs/runs/20251125T053305Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,tlb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,math,
20251125T053308Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:33:08Z,logs/runs/20251125T053308Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,tlb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,nl,
20251125T053310Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:33:10Z,logs/runs/20251125T053310Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,tlb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,nl,
20251125T053312Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:33:12Z,logs/runs/20251125T053312Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,tlb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,nl,
20251125T053315Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:33:15Z,logs/runs/20251125T053315Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,tlb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,code,
20251125T053317Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:33:17Z,logs/runs/20251125T053317Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,tlb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,code,
20251125T053319Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:33:19Z,logs/runs/20251125T053319Z-artemisia-v0a56-tlb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,tlb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,code,
20251125T053452Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:34:52Z,logs/runs/20251125T053452Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,math,
20251125T053454Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:34:54Z,logs/runs/20251125T053454Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,math,
20251125T053457Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:34:57Z,logs/runs/20251125T053457Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,math,
20251125T053459Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:34:59Z,logs/runs/20251125T053459Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,nl,
20251125T053501Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:35:01Z,logs/runs/20251125T053501Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,nl,
20251125T053504Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:35:04Z,logs/runs/20251125T053504Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,nl,
20251125T053506Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:35:06Z,logs/runs/20251125T053506Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,code,
20251125T053509Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:35:09Z,logs/runs/20251125T053509Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,code,
20251125T053511Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:35:11Z,logs/runs/20251125T053511Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,code,
20251125T053805Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:38:05Z,logs/runs/20251125T053805Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,math,
20251125T053808Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:38:08Z,logs/runs/20251125T053808Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,math,
20251125T053810Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:38:10Z,logs/runs/20251125T053810Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,math,
20251125T053813Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:38:13Z,logs/runs/20251125T053813Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,nl,
20251125T053816Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:38:16Z,logs/runs/20251125T053816Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,nl,
20251125T053819Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:38:19Z,logs/runs/20251125T053819Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,nl,
20251125T053822Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:38:22Z,logs/runs/20251125T053822Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,code,
20251125T053825Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:38:25Z,logs/runs/20251125T053825Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,code,
20251125T053827Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:38:27Z,logs/runs/20251125T053827Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,code,
20251125T053911Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:39:11Z,logs/runs/20251125T053911Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,math,
20251125T053914Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:39:14Z,logs/runs/20251125T053914Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,math,
20251125T053917Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:39:17Z,logs/runs/20251125T053917Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,math,
20251125T053920Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:39:20Z,logs/runs/20251125T053920Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,nl,
20251125T053922Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:39:22Z,logs/runs/20251125T053922Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,nl,
20251125T053925Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:39:25Z,logs/runs/20251125T053925Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,nl,
20251125T053928Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,2025-11-25T05:39:28Z,logs/runs/20251125T053928Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r001,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,1,code,
20251125T053931Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,2025-11-25T05:39:31Z,logs/runs/20251125T053931Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r002,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,2,code,
20251125T053934Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,2025-11-25T05:39:34Z,logs/runs/20251125T053934Z-artemisia-v0a56-btb-tinyllama_1p1b-q4_0-c512-n128-g-seed42-r003,artemisia,0,56,btb,tinyllama_1p1b,q4_0,512,128,greedy,0.0,42,3,code,
